Date,Open,High,Low,Close,Volume
2020-03-01 14:45:05.169378,122.48357076505616,124.93324218035728,120.03389934975503,122.6060543358212,9241353
2020-03-02 14:45:05.169378,119.4737850521173,121.86326075315964,117.08430935107495,119.5932588371694,6670706
2020-03-03 14:45:05.169378,123.5686296902261,126.04000228403062,121.09725709642159,123.69219831991632,5450252
2020-03-04 14:45:05.169378,128.11036449601747,130.67257178593783,125.54815720609712,128.23847486051346,9494630
2020-03-05 14:45:05.169378,119.48939822575456,121.87918619026965,117.09961026123946,119.6088876239803,6655635
2020-03-06 14:45:05.169378,119.65432578464716,122.0474123003401,117.26123926895421,119.7739801104318,5975045
2020-03-07 14:45:05.169378,128.88578963487063,131.46350542756804,126.30807384217321,129.0146754245055,1470529
2020-03-08 14:45:05.169378,124.9914576669942,127.49128682033408,122.4916285136543,125.11644912466117,1161445
2020-03-09 14:45:05.169378,118.97128801912699,121.35071377950953,116.59186225874444,119.0902593071461,4834242
2020-03-10 14:45:05.169378,124.19562758031829,126.67954013192465,121.71171502871192,124.3198232078986,7494503
2020-03-11 14:45:05.169378,119.32967185981008,121.71626529700627,116.94307842261388,119.44900153166988,1684029
2020-03-12 14:45:05.169378,119.48178417174803,121.87141985518299,117.09214848831307,119.60126595591977,6337355
2020-03-13 14:45:05.169378,123.18363072311921,125.64730333758159,120.71995810865683,123.30681435384231,9898978
2020-03-14 14:45:05.169378,112.57049258764755,114.8219024394005,110.3190827358946,112.68306308023519,7981440
2020-03-15 14:45:05.169378,113.67504138313788,115.94854221080064,111.40154055547512,113.78871642452101,4999694
2020-03-16 14:45:05.169378,119.65056625659092,122.04357758172274,117.2575549314591,119.7702168228475,4308505
2020-03-17 14:45:05.169378,117.55983268266357,119.91102933631684,115.2086360290103,117.67739251534621,9201428
2020-03-18 14:45:05.169378,124.35679482918827,126.84393072577204,121.86965893260451,124.48115162401744,1208944
2020-03-19 14:45:05.169378,118.40656772531634,120.77469907982267,116.03843637081,118.52497429304164,6186686
2020-03-20 14:45:05.169378,116.0458342257232,118.36675091023767,113.72491754120873,116.16188005994891,8576472
2020-03-21 14:45:05.169378,130.5957706254283,133.20768603793687,127.98385521291972,130.7263663960537,2361303
2020-03-22 14:45:05.169378,122.29830356496657,124.74426963626591,119.85233749366724,122.42060186853152,5201765
2020-03-23 14:45:05.169378,123.92394353260273,126.40242240325479,121.44546466195068,124.04786747613532,8964443
2020-03-24 14:45:05.169378,116.62111319464195,118.95353545853479,114.28869093074911,116.73773430783658,3894100
2020-03-25 14:45:05.169378,121.18090142131612,123.60451944974244,118.7572833928898,121.30208232273742,5666805
2020-03-26 14:45:05.169378,124.61477345133977,127.10706892036657,122.12247798231297,124.7393882247911,2197162
2020-03-27 14:45:05.169378,118.46189797079215,120.83113593020799,116.09266001137631,118.58035986876293,2046161
2020-03-28 14:45:05.169378,126.25139667805338,128.77642461161446,123.72636874449232,126.37764807473143,7674851
2020-03-29 14:45:05.169378,121.5250648415486,123.95556613837957,119.09456354471763,121.64658990639013,5688482
2020-03-30 14:45:05.169378,123.22442795714976,125.68891651629275,120.75993939800676,123.3476523851069,9348022
2020-03-31 14:45:05.169378,121.82826463913192,124.26482993191456,119.39169934634927,121.95009290377104,7983604
2020-04-01 14:45:05.169378,134.25132820505897,136.93635476916015,131.5663016409578,134.385579533264,2897501
2020-04-02 14:45:05.169378,125.07480548241584,127.57630159206415,122.57330937276753,125.19988028789824,5754619
2020-04-03 14:45:05.169378,120.00528232847859,122.40538797504816,117.60517668190901,120.12528761080705,7465377
2020-04-04 14:45:05.169378,129.55727440011012,132.14841988811233,126.96612891210792,129.68683167451022,7129439
2020-04-05 14:45:05.169378,119.49018856876245,121.8799923401377,117.10038479738719,119.6096787573312,4885250
2020-04-06 14:45:05.169378,126.7877026611727,129.32345671439614,124.25194860794925,126.91449036383386,9991899
2020-04-07 14:45:05.169378,116.09310976533143,118.41497196063807,113.7712475700248,116.20920287509675,5902059
2020-04-08 14:45:05.169378,119.39768078350559,121.7856343991757,117.00972716783548,119.51707846428909,7607912
2020-04-09 14:45:05.169378,127.1691200843674,129.71250248605475,124.62573768268005,127.29628920445175,6573694
2020-04-10 14:45:05.169378,130.02237938459146,132.6228269722833,127.42193179689963,130.15240176397603,6228566
2020-04-11 14:45:05.169378,127.33112782555195,129.877750382063,124.7845052690409,127.45845895337749,1719407
2020-04-12 14:45:05.169378,126.03927013912269,128.56005554190514,123.51848473634024,126.1653094092618,3538143
2020-04-13 14:45:05.169378,125.25418143458738,127.75926506327913,122.74909780589563,125.37943561602195,1337913
2020-04-14 14:45:05.169378,119.50821978232955,121.89838417797614,117.11805538668295,119.62772800211187,1328821
2020-04-15 14:45:05.169378,123.44165840489322,125.91049157299109,120.97282523679534,123.5651000632981,4887008
2020-04-16 14:45:05.169378,124.87663383157938,127.37416650821098,122.37910115494779,125.00151046541095,7725275
2020-04-17 14:45:05.169378,132.60326442843171,135.25532971700036,129.95119913986306,132.73586769286013,4615652
2020-04-18 14:45:05.169378,129.17242678512514,131.75587532082764,126.58897824942264,129.30159921191026,6193734
2020-04-19 14:45:05.169378,118.77465230381661,121.15014534989294,116.39915925774028,118.89342695612041,9457411
2020-04-20 14:45:05.169378,129.3446058695744,131.9314979869659,126.75771375218291,129.47395047544396,8772580
2020-04-21 14:45:05.169378,125.93190248102711,128.45054053064766,123.41326443140656,126.05783438350812,1807744
2020-04-22 14:45:05.169378,124.6046066090815,127.09669874126313,122.11251447689988,124.72921121569057,6720622
2020-04-23 14:45:05.169378,131.17825583011216,133.8018209467144,128.55469071350993,131.30943408594226,9634012
2020-04-24 14:45:05.169378,133.40426523837965,136.07235054314725,130.73617993361205,133.53766950361802,7933705
2020-04-25 14:45:05.169378,133.03377758288616,135.6944531345439,130.37310203122843,133.16681136046904,6545403
2020-04-26 14:45:05.169378,124.30809575421239,126.79425766929664,121.82193383912814,124.43240384996659,1017297
2020-04-27 14:45:05.169378,127.08360604301365,129.62527816387393,124.54193392215338,127.21068964905665,1788443
2020-04-28 14:45:05.169378,130.41012919814594,133.01833178210887,127.80192661418302,130.54053932734408,4265962
2020-04-29 14:45:05.169378,133.75432301471284,136.4294094750071,131.07923655441857,133.88807733772754,7010334
2020-04-30 14:45:05.169378,126.60213465685175,129.1341773499888,124.0700919637147,126.72873679150858,6752613
2020-05-01 14:45:05.169378,128.1897247297504,130.7535192243454,125.62593023515538,128.31791445448013,2333572
2020-05-02 14:45:05.169378,123.70494624555587,126.17904517046699,121.23084732064476,123.82865119180141,6637025
2020-05-03 14:45:05.169378,123.37275993656813,125.84021513529949,120.90530473783677,123.49613269650469,9072879
2020-05-04 14:45:05.169378,133.53214752365318,136.20279047412623,130.86150457318013,133.66567967117683,5701669
2020-05-05 14:45:05.169378,136.3649805713701,139.0922801827975,133.63768095994268,136.50134555194145,4765056
2020-05-06 14:45:05.169378,129.33651202588743,131.92324226640517,126.74978178536968,129.4658485379133,4325315
2020-05-07 14:45:05.169378,134.82551332392046,137.52202359039887,132.12900305744205,134.96033883724436,6217092
2020-05-08 14:45:05.169378,131.7258032464402,134.360319311369,129.09128718151138,131.85752904968663,9264605
2020-05-09 14:45:05.169378,126.80027109839152,129.33627652035935,124.26426567642369,126.9270713694899,1828791
2020-05-10 14:45:05.169378,131.9395517797443,134.5783428153392,129.30076074414941,132.07149133152404,4820887
2020-05-11 14:45:05.169378,137.92790255558492,140.6864606066966,135.16934450447323,138.06583045814048,7652346
