Date,Open,High,Low,Close,Volume
2020-03-01 15:07:09.324762,152.48357076505616,155.5332421803573,149.43389934975502,152.6360543358212,9241353
2020-03-02 15:07:09.324762,149.4737850521173,152.46326075315966,146.48430935107496,149.6232588371694,6670706
2020-03-03 15:07:09.324762,153.56862969022612,156.64000228403063,150.4972570964216,153.72219831991632,5450252
2020-03-04 15:07:09.324762,158.1103644960175,161.27257178593786,154.94815720609714,158.2684748605135,9494630
2020-03-05 15:07:09.324762,149.48939822575454,152.47918619026964,146.49961026123944,149.63888762398028,6655635
2020-03-06 15:07:09.324762,149.65432578464714,152.64741230034008,146.6612392689542,149.80398011043178,5975045
2020-03-07 15:07:09.324762,158.88578963487063,162.06350542756806,155.7080738421732,159.0446754245055,1470529
2020-03-08 15:07:09.324762,154.9914576669942,158.0912868203341,151.8916285136543,155.14644912466116,1161445
2020-03-09 15:07:09.324762,148.971288019127,151.95071377950956,145.99186225874445,149.1202593071461,4834242
2020-03-10 15:07:09.324762,154.19562758031827,157.27954013192465,151.1117150287119,154.34982320789857,7494503
2020-03-11 15:07:09.324762,149.32967185981005,152.31626529700625,146.34307842261384,149.47900153166984,1684029
2020-03-12 15:07:09.324762,149.48178417174802,152.47141985518297,146.49214848831306,149.63126595591976,6337355
2020-03-13 15:07:09.324762,153.1836307231192,156.24730333758157,150.11995810865682,153.3368143538423,9898978
2020-03-14 15:07:09.324762,142.57049258764755,145.4219024394005,139.7190827358946,142.71306308023517,7981440
2020-03-15 15:07:09.324762,143.67504138313785,146.5485422108006,140.8015405554751,143.81871642452097,4999694
2020-03-16 15:07:09.324762,149.6505662565909,152.64357758172272,146.6575549314591,149.8002168228475,4308505
2020-03-17 15:07:09.324762,147.55983268266354,150.51102933631682,144.60863602901026,147.70739251534619,9201428
2020-03-18 15:07:09.324762,154.35679482918823,157.443930725772,151.26965893260447,154.5111516240174,1208944
2020-03-19 15:07:09.324762,148.40656772531634,151.37469907982268,145.43843637081,148.55497429304162,6186686
2020-03-20 15:07:09.324762,146.0458342257232,148.9667509102377,143.12491754120873,146.19188005994891,8576472
2020-03-21 15:07:09.324762,160.59577062542832,163.8076860379369,157.38385521291974,160.75636639605372,2361303
2020-03-22 15:07:09.324762,152.29830356496657,155.34426963626592,149.25233749366723,152.45060186853152,5201765
2020-03-23 15:07:09.324762,153.92394353260278,157.00242240325483,150.84546466195073,154.07786747613537,8964443
2020-03-24 15:07:09.324762,146.62111319464196,149.5535354585348,143.68869093074912,146.76773430783658,3894100
2020-03-25 15:07:09.324762,151.18090142131615,154.20451944974246,148.15728339288984,151.33208232273745,5666805
2020-03-26 15:07:09.324762,154.6147734513398,157.7070689203666,151.522477982313,154.76938822479113,2197162
2020-03-27 15:07:09.324762,148.46189797079217,151.431135930208,145.49266001137633,148.61035986876294,2046161
2020-03-28 15:07:09.324762,156.2513966780534,159.37642461161445,153.12636874449234,156.40764807473144,7674851
2020-03-29 15:07:09.324762,151.52506484154858,154.55556613837956,148.4945635447176,151.67658990639012,5688482
2020-03-30 15:07:09.324762,153.22442795714974,156.28891651629274,150.15993939800674,153.37765238510687,9348022
2020-03-31 15:07:09.324762,151.82826463913193,154.86482993191458,148.79169934634928,151.98009290377104,7983604
2020-04-01 15:07:09.324762,164.25132820505897,167.53635476916014,160.9663016409578,164.415579533264,2897501
2020-04-02 15:07:09.324762,155.07480548241585,158.17630159206416,151.97330937276755,155.22988028789825,5754619
2020-04-03 15:07:09.324762,150.0052823284786,153.00538797504817,147.005176681909,150.15528761080705,7465377
2020-04-04 15:07:09.324762,159.55727440011012,162.74841988811232,156.3661289121079,159.71683167451022,7129439
2020-04-05 15:07:09.324762,149.49018856876245,152.4799923401377,146.5003847973872,149.63967875733118,4885250
2020-04-06 15:07:09.324762,156.78770266117272,159.92345671439617,153.65194860794927,156.94449036383386,9991899
2020-04-07 15:07:09.324762,146.0931097653314,149.01497196063804,143.17124757002478,146.2392028750967,5902059
2020-04-08 15:07:09.324762,149.3976807835056,152.3856343991757,146.40972716783548,149.5470784642891,7607912
2020-04-09 15:07:09.324762,157.16912008436742,160.31250248605477,154.02573768268007,157.32628920445177,6573694
2020-04-10 15:07:09.324762,160.02237938459146,163.2228269722833,156.82193179689963,160.18240176397603,6228566
2020-04-11 15:07:09.324762,157.33112782555196,160.477750382063,154.18450526904093,157.4884589533775,1719407
2020-04-12 15:07:09.324762,156.0392701391227,159.16005554190514,152.91848473634025,156.1953094092618,3538143
2020-04-13 15:07:09.324762,155.25418143458737,158.3592650632791,152.14909780589562,155.40943561602194,1337913
2020-04-14 15:07:09.324762,149.50821978232955,152.49838417797613,146.51805538668296,149.65772800211187,1328821
2020-04-15 15:07:09.324762,153.44165840489322,156.51049157299107,150.37282523679536,153.5951000632981,4887008
2020-04-16 15:07:09.324762,154.87663383157937,157.97416650821097,151.77910115494777,155.03151046541092,7725275
2020-04-17 15:07:09.324762,162.60326442843171,165.85532971700036,159.35119913986307,162.76586769286013,4615652
2020-04-18 15:07:09.324762,159.1724267851251,162.3558753208276,155.98897824942262,159.33159921191023,6193734
2020-04-19 15:07:09.324762,148.7746523038166,151.75014534989293,145.79915925774026,148.9234269561204,9457411
2020-04-20 15:07:09.324762,159.3446058695744,162.5314979869659,156.1577137521829,159.50395047544396,8772580
2020-04-21 15:07:09.324762,155.9319024810271,159.05054053064765,152.81326443140654,156.0878343835081,1807744
2020-04-22 15:07:09.324762,154.6046066090815,157.6966987412631,151.51251447689987,154.75921121569056,6720622
2020-04-23 15:07:09.324762,161.17825583011214,164.4018209467144,157.95469071350988,161.33943408594223,9634012
2020-04-24 15:07:09.324762,163.40426523837962,166.67235054314722,160.13617993361203,163.567669503618,7933705
2020-04-25 15:07:09.324762,163.0337775828862,166.29445313454391,159.77310203122846,163.19681136046907,6545403
2020-04-26 15:07:09.324762,154.3080957542124,157.39425766929665,151.22193383912813,154.4624038499666,1017297
2020-04-27 15:07:09.324762,157.08360604301365,160.22527816387392,153.94193392215337,157.24068964905663,1788443
2020-04-28 15:07:09.324762,160.41012919814594,163.61833178210887,157.201926614183,160.57053932734408,4265962
2020-04-29 15:07:09.324762,163.75432301471284,167.0294094750071,160.47923655441858,163.91807733772754,7010334
2020-04-30 15:07:09.324762,156.60213465685177,159.7341773499888,153.47009196371474,156.7587367915086,6752613
2020-05-01 15:07:09.324762,158.1897247297504,161.3535192243454,155.02593023515539,158.34791445448013,2333572
2020-05-02 15:07:09.324762,153.70494624555587,156.779045170467,150.63084732064476,153.8586511918014,6637025
2020-05-03 15:07:09.324762,153.37275993656812,156.44021513529947,150.30530473783676,153.52613269650467,9072879
2020-05-04 15:07:09.324762,163.53214752365318,166.80279047412625,160.2615045731801,163.6956796711768,5701669
2020-05-05 15:07:09.324762,166.3649805713701,169.6922801827975,163.0376809599427,166.53134555194146,4765056
